표준링크ID,시작노드ID,종료노드ID,차로수,도로등급코드,도로등급코드명,도로유형코드,도로유형코드명,도로번호,도로명,도로사용여부코드,도로사용코드명,중용구간여부코드,중용구간여부코드명,연결로코드,연결로코드명,최고제한속도,통행제한차량코드,통행제한차량코드명,통과제한하중,통과제한높이,지도거리,버스전용차로여부,버스전용차로운영코드,링크ID,표준링크순서
1180132901,1180074001,1180074101,1,102,도시고속국도,000,일반도로,-,신월여의지하도로,0,사용,0,독립구간,102,도시고속국도 연결로,60,0,모두통행가능,0,0,203.0,,,,
1180133801,1180074301,1180044400,2,102,도시고속국도,000,일반도로,-,신월여의지하도로,1,미사용,0,독립구간,103,일반국도 연결로,60,0,모두통행가능,0,0,176.0,,,,
1180133601,1180044400,1180074201,2,102,도시고속국도,000,일반도로,-,신월여의지하도로,1,미사용,0,독립구간,102,도시고속국도 연결로,60,0,모두통행가능,0,0,284.0,,,,
1180134201,1180043900,1180074401,3,107,시.군도,000,일반도로,-,여의대로,1,미사용,0,독립구간,000,연결로 아님,50,0,모두통행가능,0,0,57.0,,,,
1180134001,1180074401,1180042800,2,107,시.군도,000,일반도로,-,여의대로,1,미사용,0,독립구간,000,연결로 아님,50,0,모두통행가능,0,0,107.0,,,,
1180133701,1180074301,1180074401,1,102,도시고속국도,000,일반도로,-,신월여의지하도로,1,미사용,0,독립구간,107,시.군도 연결로,60,0,모두통행가능,0,0,116.0,,,,
2130002900,1170005900,2130001100,2,102,도시고속국도,000,일반도로,-,서부간선도로,0,사용,0,독립구간,102,도시고속국도 연결로,50,0,모두통행가능,0,0,23.0,,,2130002900,4
2130042600,2130015400,2130015300,3,107,시.군도,000,일반도로,-,남부순환로,0,사용,0,독립구간,000,연결로 아님,50,0,모두통행가능,0,0,88.0,,,1160009500,5
2130041900,2130014800,2130015100,1,107,시.군도,000,일반도로,-,안양천로,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,150.0,,,2130041900,1
1140284491,1180074601,1180053199,2,102,도시고속국도,002,지하차도,-,서부간선지하도로,0,사용,0,독립구간,000,연결로 아님,80,0,모두통행가능,0,0,1105.0,,,1140284491,1
2180142704,2180056000,2180044901,3,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,80,0,모두통행가능,0,0,507.0,,,2180142703,
2180142705,2180044901,2180044900,3,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,80,0,모두통행가능,0,0,1099.0,,,2180142703,
2180142804,2180044900,2180044901,3,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,80,0,모두통행가능,0,0,1102.0,,,2180142803,
2180142805,2180044901,2180056000,3,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,80,0,모두통행가능,0,0,507.0,,,2180142803,
2180373300,1150149500,2180044900,3,101,고속국도,003,교량,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,100,0,모두통행가능,0,0,567.0,,,2180142803,
2180373400,2180044900,1150149500,3,101,고속국도,003,교량,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,100,0,모두통행가능,0,0,558.0,,,2180142703,
2320552300,1670018600,1150002900,3,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,100,0,모두통행가능,0,0,729.0,,,1150105600,
2320552400,1150002800,1670018600,3,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,100,0,모두통행가능,0,0,730.0,,,1150105500,
1610001300,1610000800,1610000600,4,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,80,0,모두통행가능,0,0,1161.0,,,1610001300,
1610001400,1610000600,1610000800,4,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,80,0,모두통행가능,0,0,1167.0,,,1610001400,
1610004700,1610002100,1610002300,4,101,고속국도,000,일반도로,-,인천국제공항고속도로,0,사용,0,독립구간,000,연결로 아님,100,0,모두통행가능,0,0,838.0,,,1610004700,
1220039400,1220012100,1220158100,1,104,특별.광역시도,003,교량,-,헌릉로718길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,168.0,,,,
1220039500,1220158100,1220012100,1,104,특별.광역시도,003,교량,-,헌릉로718길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,168.0,,,,
1220042100,1220013400,1220013200,1,104,특별.광역시도,000,일반도로,-,논현로10길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,130.0,,,,
1220042400,1220014100,1220013200,1,104,특별.광역시도,000,일반도로,-,논현로12길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,305.0,,,,
1220042500,1220013200,1220014100,1,104,특별.광역시도,000,일반도로,-,논현로12길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,305.0,,,,
1220046000,1220017300,1220016200,1,104,특별.광역시도,000,일반도로,-,광평로19길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,239.0,,,,
1220043000,1220013400,1220014500,1,104,특별.광역시도,000,일반도로,-,언주로7길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,689.0,,,,
1220049200,1220021300,1220017200,1,104,특별.광역시도,000,일반도로,-,광평로39길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,350.0,,,,
1220054700,1220023600,1220024000,1,104,특별.광역시도,000,일반도로,-,도곡로3길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,61.0,,,,
1220051802,1220064400,1220023300,1,104,특별.광역시도,000,일반도로,-,삼성서울병원내부도로,0,사용,0,독립구간,000,연결로 아님,10,0,모두통행가능,0,0,670.0,,,,
1220051901,1220064400,1220019600,1,104,특별.광역시도,000,일반도로,-,삼성서울병원내부도로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,88.0,,,,
1220052502,1220017502,1220017500,1,104,특별.광역시도,000,일반도로,-,남부순환로363길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,134.0,,,,
1220054200,1220023500,1210028400,1,104,특별.광역시도,000,일반도로,-,강남대로58길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,190.0,,,,
1220054400,1210029200,1220024000,1,104,특별.광역시도,000,일반도로,-,강남대로62길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,169.0,,,,
1220054500,1220024000,1210029200,1,104,특별.광역시도,000,일반도로,-,강남대로62길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,169.0,,,,
1220054600,1220024000,1220023600,1,104,특별.광역시도,000,일반도로,-,도곡로3길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,61.0,,,,
1220057200,1220028100,1220026000,1,104,특별.광역시도,000,일반도로,-,개포로124길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,269.0,,,,
1220056900,1220026600,1220027500,2,105,국가지원지방도,000,일반도로,-,양재대로,0,사용,0,독립구간,105,국가지원지방도 연결로,40,0,모두통행가능,0,0,279.0,,,,
1220057000,1220027800,1220025800,1,105,국가지원지방도,000,일반도로,-,양재대로,0,사용,0,독립구간,105,국가지원지방도 연결로,40,0,모두통행가능,0,0,457.0,,,,
1220057100,1220026800,1220026200,1,105,국가지원지방도,000,일반도로,-,양재대로,0,사용,0,독립구간,105,국가지원지방도 연결로,40,0,모두통행가능,0,0,256.0,,,,
1220059700,1220028200,1220028900,1,104,특별.광역시도,000,일반도로,-,도곡로43길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,289.0,,,,
1220059800,1220030200,1220006900,1,104,특별.광역시도,000,일반도로,-,개포로109길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,271.0,,,,
1220059900,1220006900,1220030200,1,104,특별.광역시도,000,일반도로,-,개포로109길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,271.0,,,,
1220060000,1220029100,1220028600,1,104,특별.광역시도,000,일반도로,-,남부순환로.삼성로사이길,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,325.0,,,,
1220060100,1220028600,1220029100,1,104,특별.광역시도,000,일반도로,-,남부순환로.삼성로사이길,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,345.0,,,,
1220061800,1220030400,1220029900,1,104,특별.광역시도,000,일반도로,-,선릉로64길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,312.0,,,,
1220061900,1220029900,1220030400,1,104,특별.광역시도,000,일반도로,-,선릉로64길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,331.0,,,,
1220064200,1220032000,1220032600,2,104,특별.광역시도,000,일반도로,-,테헤란로19길,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,84.0,,,,
1220075800,1220040200,1220038400,1,104,특별.광역시도,000,일반도로,-,봉은사로7길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,166.0,,,,
1220075900,1220038400,1220040200,1,104,특별.광역시도,000,일반도로,-,봉은사로7길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,169.0,,,,
1220076000,1220038800,1220040600,1,104,특별.광역시도,000,일반도로,-,언주로108길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,224.0,,,,
1220080400,1220042800,1220043500,1,104,특별.광역시도,000,일반도로,-,논현로128길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,214.0,,,,
1220082900,1210047200,1220044900,1,104,특별.광역시도,000,일반도로,-,강남대로146길,1,미사용,0,독립구간,000,연결로 아님,10,0,모두통행가능,0,0,240.0,,,,
1220085706,1220045104,1220045103,1,104,특별.광역시도,000,일반도로,-,학동로60길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,135.0,,,,
1220086000,1220045200,1220046300,1,104,특별.광역시도,000,일반도로,-,언주로133길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,321.0,,,,
1220086100,1220046300,1220045200,1,104,특별.광역시도,000,일반도로,-,언주로133길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,342.0,,,,
1220088600,1220047400,1220047200,1,104,특별.광역시도,000,일반도로,-,선릉로132길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,302.0,,,,
1220092400,1220052800,1220048600,1,104,특별.광역시도,000,일반도로,-,압구정로12길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,516.0,,,,
1220092500,1220048600,1220052800,1,104,특별.광역시도,000,일반도로,-,압구정로12길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,516.0,,,,
1220092600,1220051800,1220050300,1,104,특별.광역시도,000,일반도로,-,도산대로50길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,164.0,,,,
1220092700,1220050300,1220051800,1,104,특별.광역시도,000,일반도로,-,도산대로50길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,164.0,,,,
1220103200,1220060000,1220058700,1,104,특별.광역시도,000,일반도로,-,압구정로39길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,234.0,,,,
1220103300,1220058700,1220060000,1,104,특별.광역시도,000,일반도로,-,압구정로39길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,234.0,,,,
1220106900,1220061200,1220060600,1,104,특별.광역시도,000,일반도로,-,논현로190길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,222.0,,,,
1220107000,1220061800,1220059700,1,102,도시고속국도,000,일반도로,-,올림픽대로,0,사용,0,독립구간,102,도시고속국도 연결로,40,0,모두통행가능,0,0,496.0,,,,
1220109100,1220011700,1220063100,1,104,특별.광역시도,000,일반도로,-,헌릉로.헌인릉1길사이길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,43.0,,,,
1220109200,1220012300,1220012100,1,104,특별.광역시도,000,일반도로,-,헌릉로758길,1,미사용,0,독립구간,000,연결로 아님,50,0,모두통행가능,0,0,154.0,,,,
1220109400,1220032900,1220032500,1,104,특별.광역시도,000,일반도로,-,테헤란로25길,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,87.0,,,,
1220322400,1220038101,1220151700,1,104,특별.광역시도,000,일반도로,-,테헤란로92길,0,사용,0,독립구간,000,연결로 아님,10,0,모두통행가능,0,0,94.0,,,,
1220329300,1220041300,1220040601,1,104,특별.광역시도,000,일반도로,-,언주로114길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,203.0,,,,
1220330300,1220151500,1220035101,1,104,특별.광역시도,000,일반도로,-,테헤란로27길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,145.0,,,,
1220329600,1220045101,1220045102,1,104,특별.광역시도,000,일반도로,-,선릉로130길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,134.0,,,,
1220337300,1220155200,1220155100,1,104,특별.광역시도,000,일반도로,-,헌릉로569길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,44.0,,,,
1220340300,1220155800,1220063300,1,104,특별.광역시도,000,일반도로,-,헌릉로590길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,203.0,,,,
1220340400,1220063300,1220155800,1,104,특별.광역시도,000,일반도로,-,헌릉로590길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,206.0,,,,
1220340500,1220157200,1220157100,1,104,특별.광역시도,000,일반도로,-,헌릉로570길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,113.0,,,,
1220340600,1220157100,1220157200,1,104,특별.광역시도,000,일반도로,-,헌릉로570길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,124.0,,,,
1220340700,1220157200,1220155800,1,104,특별.광역시도,000,일반도로,-,헌릉로570길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,49.0,,,,
1220340800,1220155800,1220157200,1,104,특별.광역시도,000,일반도로,-,헌릉로570길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,49.0,,,,
1220340900,1220157300,1220157100,1,104,특별.광역시도,000,일반도로,-,헌릉로590길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,146.0,,,,
1220341000,1220157100,1220157300,1,104,특별.광역시도,000,일반도로,-,헌릉로590길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,145.0,,,,
1220341100,1220157400,1220157300,1,104,특별.광역시도,000,일반도로,-,헌릉로590길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,60.0,,,,
1220341200,1220157300,1220157400,1,104,특별.광역시도,000,일반도로,-,헌릉로590길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,60.0,,,,
1230005901,1230013700,1230013500,1,104,특별.광역시도,000,일반도로,-,탄천동로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,320.0,,,,4
1230006001,1230013500,1230013700,1,104,특별.광역시도,000,일반도로,-,탄천동로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,319.0,,,,1
1230017700,1230033500,1230005300,1,104,특별.광역시도,000,일반도로,-,오금로32길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,551.0,,,,
1230017800,1230005300,1230033500,1,104,특별.광역시도,000,일반도로,-,오금로32길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,556.0,,,,
1230021101,1230035200,1230033500,1,104,특별.광역시도,000,일반도로,-,오금로31길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,165.0,,,,
1230021102,1230007000,1230035200,1,104,특별.광역시도,000,일반도로,-,오금로31길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,296.0,,,,
1230021201,1230033500,1230035200,1,104,특별.광역시도,000,일반도로,-,오금로31길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,165.0,,,,
1230021202,1230035200,1230007000,1,104,특별.광역시도,000,일반도로,-,오금로31길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,296.0,,,,
1230022300,1230007000,1230036600,2,104,특별.광역시도,000,일반도로,-,마천로,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,256.0,,,,
1230022400,1230036600,1230007000,2,104,특별.광역시도,000,일반도로,-,마천로,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,256.0,,,,
1230022700,1230007400,1230006700,1,104,특별.광역시도,000,일반도로,-,오금로27길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,289.0,,,,
1230022800,1230006700,1230007400,1,104,특별.광역시도,000,일반도로,-,오금로27길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,289.0,,,,
1230022900,1230007400,1230007000,2,104,특별.광역시도,000,일반도로,-,마천로,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,226.0,,,,
1230023000,1230007000,1230007400,2,104,특별.광역시도,000,일반도로,-,마천로,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,226.0,,,,
1230025501,1230041000,1230007400,1,104,특별.광역시도,000,일반도로,-,위례성대로12길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,157.0,,,,
1230025502,1230008200,1230041000,1,104,특별.광역시도,000,일반도로,-,위례성대로12길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,241.0,,,,
1230025601,1230007400,1230041000,1,104,특별.광역시도,000,일반도로,-,위례성대로12길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,157.0,,,,
1230025602,1230041000,1230008200,1,104,특별.광역시도,000,일반도로,-,위례성대로12길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,241.0,,,,
1230030200,1230009300,1230044900,1,104,특별.광역시도,000,일반도로,-,올림픽로33길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,341.0,,,,
1230030300,1230044900,1230009300,1,104,특별.광역시도,000,일반도로,-,올림픽로33길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,341.0,,,,
1230031900,1230009900,1230009300,1,104,특별.광역시도,000,일반도로,-,올림픽로33길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,438.0,,,,
1230032000,1230009300,1230009900,1,104,특별.광역시도,000,일반도로,-,올림픽로33길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,438.0,,,,
1230032601,1230051700,1230051400,2,104,특별.광역시도,000,일반도로,-,오금로2길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,111.0,,,,
1230032602,1230052100,1230051400,1,104,특별.광역시도,000,일반도로,-,오금로2길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,232.0,,,,
1230032700,1230051400,1230052100,1,104,특별.광역시도,000,일반도로,-,오금로2길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,218.0,,,,
1230032800,1230009900,1230052000,1,104,특별.광역시도,000,일반도로,-,올림픽로37길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,787.0,,,,
1230032902,1230052000,1230009900,2,104,특별.광역시도,000,일반도로,-,올림픽로37길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,798.0,,,,
1230033000,1230009900,1230051700,1,104,특별.광역시도,000,일반도로,-,올림픽로37길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,352.0,,,,
1230033100,1230051700,1230009900,1,104,특별.광역시도,000,일반도로,-,올림픽로37길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,331.0,,,,
1230034400,1230053300,1230052800,1,104,특별.광역시도,000,일반도로,-,강동대로2길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,327.0,,,,
1230034500,1230052800,1230053300,1,104,특별.광역시도,000,일반도로,-,강동대로2길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,331.0,,,,
1230035401,1230053700,1230053300,3,104,특별.광역시도,000,일반도로,-,강동대로,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,309.0,,,,
1230035501,1230058700,1230054100,1,104,특별.광역시도,000,일반도로,-,올림픽대로,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,345.0,,,,
1230039100,1230011400,2040020700,1,102,도시고속국도,000,일반도로,-,분당수서로,0,사용,0,독립구간,102,도시고속국도 연결로,40,0,모두통행가능,0,0,229.0,,,,
1230039600,2040020700,1230011800,1,102,도시고속국도,000,일반도로,-,분당수서로,0,사용,0,독립구간,102,도시고속국도 연결로,40,0,모두통행가능,0,0,254.0,,,,
1230039700,1230011300,1230011600,1,104,특별.광역시도,000,일반도로,-,헌릉로,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,65.0,,,,
1230039800,1230011600,1230011300,1,104,특별.광역시도,000,일반도로,-,헌릉로,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,65.0,,,,
1230040100,1230011700,1230012300,1,104,특별.광역시도,000,일반도로,-,성남대로,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,254.0,,,,
1230040200,1230012300,1230011700,1,104,특별.광역시도,000,일반도로,-,성남대로,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,230.0,,,,
1230042602,1230013700,1230124400,3,104,특별.광역시도,000,일반도로,-,연화로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,62.0,,,,
1230042702,1230124400,1230013700,3,104,특별.광역시도,000,일반도로,-,연화로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,63.0,,,,
1230044600,1230015000,1230014000,1,104,특별.광역시도,000,일반도로,-,충민로4길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,284.0,,,,
1230044700,1230014000,1230015000,1,104,특별.광역시도,000,일반도로,-,충민로4길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,283.0,,,,
1230044800,1230014000,1230015600,2,104,특별.광역시도,000,일반도로,-,송파대로8길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,409.0,,,,
1230044900,1230015600,1230014000,2,104,특별.광역시도,000,일반도로,-,송파대로8길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,399.0,,,,
1230045300,1230015500,1230014100,3,104,특별.광역시도,000,일반도로,-,연화로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,263.0,,,,
1230045400,1230014100,1230015500,3,104,특별.광역시도,000,일반도로,-,연화로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,263.0,,,,
1230046200,1230014500,1230015400,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,122.0,,,,
1230046300,1230015400,1230014500,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,122.0,,,,
1230046400,1230014300,1230015500,2,104,특별.광역시도,000,일반도로,-,연화로.충민로.사이길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,316.0,,,,
1230046500,1230015500,1230014300,2,104,특별.광역시도,000,일반도로,-,연화로.충민로.사이길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,316.0,,,,
1230046600,1230015300,1230015200,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,90.0,,,,
1230046700,1230015200,1230015300,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,90.0,,,,
1230046800,1230015400,1230015300,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,81.0,,,,
1230046900,1230015300,1230015400,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,81.0,,,,
1230047800,1230015800,1230015500,3,104,특별.광역시도,000,일반도로,-,연화로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,106.0,,,,
1230047900,1230015500,1230015800,3,104,특별.광역시도,000,일반도로,-,연화로,0,사용,0,독립구간,000,연결로 아님,60,0,모두통행가능,0,0,106.0,,,,
1230048000,1230015900,1230015600,2,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,244.0,,,,
1230048100,1230015600,1230015900,2,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,243.0,,,,
1230048201,1230015100,1230015401,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,91.0,,,,
1230048202,1230015401,1230015400,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,117.0,,,,
1230048301,1230015400,1230015401,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,131.0,,,,
1230048302,1230015401,1230015100,1,104,특별.광역시도,000,일반도로,-,충민로6길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,103.0,,,,
1230050000,1230017200,1230016800,1,104,특별.광역시도,000,일반도로,-,문정로5길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,238.0,,,,
1230051500,1230017800,1230017000,1,104,특별.광역시도,000,일반도로,-,양산로4길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,148.0,,,,
1230051901,1230018900,1230016901,2,104,특별.광역시도,000,일반도로,-,중대로8길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,96.0,,,,
1230054600,1230020700,1230019700,1,104,특별.광역시도,000,일반도로,-,송파대로28길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,184.0,,,,
1230054700,1230020700,1230020100,1,104,특별.광역시도,000,일반도로,-,중대로9길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,106.0,,,,
1230058100,1230024000,1230021100,1,104,특별.광역시도,000,일반도로,-,중대로9길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,334.0,,,,
1230058200,1230023600,1230021700,1,104,특별.광역시도,000,일반도로,-,동남로20길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,277.0,,,,
1230058300,1230021700,1230023600,1,104,특별.광역시도,000,일반도로,-,동남로20길,0,사용,0,독립구간,000,연결로 아님,40,0,모두통행가능,0,0,277.0,,,,
1230058400,1230024000,1230022100,1,104,특별.광역시도,000,일반도로,-,양재대로62길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,219.0,,,,
1230058500,1230022100,1230024000,1,104,특별.광역시도,000,일반도로,-,양재대로62길,0,사용,0,독립구간,000,연결로 아님,30,0,모두통행가능,0,0,219.0,,,,
